Product.Name,Brand.Name,Price,Rating,Reviews,Actual Sentiment,UpdatedVotes,VotesRating
Apple iPhone 4 - GSM Unlocked Smartphone - Black - 8GB (Certified Refurbished),Apple,NA,3,"Packaging was good, what it can with was good, but the phone itself I had problems with. I currently have tmobile and the phone is lacking service every now and then, I had s few stops between apple and tmobile, both saying its SIM card. So far havnt figure out a solution",Negative,1,3
Apple iPhone 4 - GSM Unlocked Smartphone - Black - 8GB (Certified Refurbished),Apple,NA,5,Exactly what I payed for. Works just fine.,Positive,1,5
Apple iPhone 4 - GSM Unlocked Smartphone - Black - 8GB (Certified Refurbished),Apple,NA,5,Item arrived quickly and was exactly as described. Thank you very much!,Positive,1,5
Apple iPhone 4 - GSM Unlocked Smartphone - Black - 8GB (Certified Refurbished),Apple,NA,1,"NO MORE APPLE UPDATES,FOR APPLE IPHONE 4,OR APPLE IPHONE 4S. DONT BUY,AS PHONE.",Negative,1,1
Apple iPhone 4 - GSM Unlocked Smartphone - Black - 8GB (Certified Refurbished),Apple,NA,5,Great phone! Love it! Service was perfect,Positive,1,5
Apple iPhone 4 - GSM Unlocked Smartphone - Black - 8GB (Certified Refurbished),Apple,NA,5,Works great took it to AT&T they put a SIM card in for free and it work great🤗 Phone in perfect condition.,Positive,1,5
Apple iPhone 4 - GSM Unlocked Smartphone - Black - 8GB (Certified Refurbished),Apple,NA,1,Just recieved the iphone and activation error keeps popping up and wont let me go any further.😤,Negative,1,1
Apple iPhone 4 - GSM Unlocked Smartphone - Black - 8GB (Certified Refurbished),Apple,NA,5,It was a great gift for my little boy for reasonable price . I love shopping at Amazon,Positive,1,5
Apple iPhone 4 - GSM Unlocked Smartphone - Black - 8GB (Certified Refurbished),Apple,NA,4,The phone works great the plastic over the sceen looked old but when I removed it the phone look like new....,Positive,1,4
Apple iPhone 4 - GSM Unlocked Smartphone - Black - 8GB (Certified Refurbished),Apple,NA,5,"I'm very happy with this purchase, the phone looks like brand new, everything works fine, and the vendor shipped the merchandise fast.So far I did not have any problem with it, A+",Positive,1,5
Apple iPhone 4 - GSM Unlocked Smartphone - Black - 8GB (Certified Refurbished),Apple,NA,3,"I use this phone for the apps and for wi-fi. I cannot use it as a phone because everyone I tried said they were not capatible the whole reason I picked a phone without a SIM card was so I could choose who I wanted as my carrier but after spending an entire day driving around I found out it wasn't capatible with Straight Talk, Verizon, AT&T, Sprint, Boost, or T- Mobile. So if you need a phone to use as a phone don't pick this one but if you are looking for something you can use for the apps and to get on line using wifi then the phone works great.",Neutral,1,3
Apple iPhone 4 - GSM Unlocked Smartphone - Black - 8GB (Certified Refurbished),Apple,NA,4,"The phone is good ,, but I felt it is slower than usual",Neutral,1,4
Apple iPhone 4 - GSM Unlocked Smartphone - Black - 8GB (Certified Refurbished),Apple,NA,5,Excelent,Positive,1,5
Apple iPhone 4 - GSM Unlocked Smartphone - Black - 8GB (Certified Refurbished),Apple,NA,1,"the microphone of the phone dont work, not able to hear in a call, just with speakers.",Negative,2,2
Apple iPhone 4 - GSM Unlocked Smartphone - Black - 8GB (Certified Refurbished),Apple,NA,5,"Awesome product,perfectly in working condition. Not a single scratch.battery life is awesome too. All of these just for $69.Of course i just got it, ill post a review again in 3 months, fingers crossed.",Positive,3,15
Apple iPhone 4 - GSM Unlocked Smartphone - Black - 8GB (Certified Refurbished),Apple,NA,5,Love my phone-no problem activating it.,Positive,1,5
Apple iPhone 4 - GSM Unlocked Smartphone - Black - 8GB (Certified Refurbished),Apple,NA,5,very nice,Positive,1,5
Apple iPhone 4 - GSM Unlocked Smartphone - Black - 8GB (Certified Refurbished),Apple,NA,4,work perfectly,Positive,1,4
Apple iPhone 4 - GSM Unlocked Smartphone - Black - 8GB (Certified Refurbished),Apple,NA,5,I like this phone,Positive,1,5
Apple iPhone 4 - GSM Unlocked Smartphone - Black - 8GB (Certified Refurbished),Apple,NA,5,Amazing value for this once highly-coveted phone. Looked & felt brand new.,Positive,1,5
Apple iPhone 4 - GSM Unlocked Smartphone - Black - 8GB (Certified Refurbished),Apple,NA,1,"Poor quality, would not stay charged, no sound I was only able to talk on speaker. Contacted the company it appears they are too busy to assist me with my problem. Amazon very helpful.",Negative,1,1
Apple iPhone 4 - GSM Unlocked Smartphone - Black - 8GB (Certified Refurbished),Apple,NA,3,My husband is very happy with the phone. He had been using an android phone and hated it. This one is very easy to use.,Positive,1,3
Apple iPhone 4 - GSM Unlocked Smartphone - Black - 8GB (Certified Refurbished),Apple,NA,5,Look like new and work fine.,Positive,1,5
Apple iPhone 4 - GSM Unlocked Smartphone - Black - 8GB (Certified Refurbished),Apple,NA,1,The phone wasn't ready to use/ as promised. Needed to return the phone. Got refund.Wasting time ....,Negative,1,1
Apple iPhone 4 - GSM Unlocked Smartphone - Black - 8GB (Certified Refurbished),Apple,NA,5,Bought this for my son who has been wanting one to be like the other kids at school. It works great & is exactly what he wanted. Great buy,Positive,1,5
Apple iPhone 4 - GSM Unlocked Smartphone - Black - 8GB (Certified Refurbished),Apple,NA,5,"I really the phone, I want to buy another one",Positive,1,5
Apple iPhone 4 - GSM Unlocked Smartphone - Black - 8GB (Certified Refurbished),Apple,NA,1,My order came defective. It will not charge. I have six other Iphones. Love them a lot.,Neutral,3,3
Apple iPhone 4 - GSM Unlocked Smartphone - Black - 8GB (Certified Refurbished),Apple,NA,5,I loved,Positive,1,5
Apple iPhone 4 - GSM Unlocked Smartphone - Black - 8GB (Certified Refurbished),Apple,NA,5,Works great and no scratches or damage. Safely packaged phone,Positive,1,5
Apple iPhone 4 16GB (A1332) - GSM Factory Unlocked - No Warranty (Black),Apple,208.79,2,Battry was no good some refurbish job,Negative,1,2
Apple iPhone 4 16GB (A1332) - GSM Factory Unlocked - No Warranty (Black),Apple,208.79,1,Phone not working,Negative,1,1
Apple iPhone 4 16GB (A1332) - GSM Factory Unlocked - No Warranty (Black),Apple,208.79,1,you claim it is a phone that use sim card but no slot found in the phone,Negative,1,1
Apple iPhone 4 16GB (A1332) - GSM Factory Unlocked - No Warranty (Black),Apple,208.79,5,works great,Positive,1,5
Apple iPhone 4 16GB (A1332) - GSM Factory Unlocked - No Warranty (Black),Apple,208.79,1,Over paid!!!!! Did not come with charger/accessories!!! False advertising!!! DO NOT BUY!!!!!,Negative,1,1
Apple iPhone 4 16GB (A1332) - GSM Factory Unlocked - No Warranty (Black),Apple,208.79,1,never workd,Negative,1,1
Apple iPhone 4 16GB (A1332) - GSM Factory Unlocked - No Warranty (Black),Apple,208.79,1,Someone gave me money to buy this product and they won't please with it. So I had to give dem money from my pocket. Am very disappointed,Negative,1,1
Apple iPhone 4 16GB (A1332) - GSM Factory Unlocked - No Warranty (Black),Apple,208.79,3,not up to mark,Negative,1,3
Apple iPhone 4 16GB (A1332) - GSM Factory Unlocked - No Warranty (Black),Apple,208.79,1,"I was so happy and excited when I got this phone as a gift from my wife, but I was so disappointed because there was something wrong with the microphone. People couldn't hear me and I had to use the speaker which was awkward because people didn't know why they were on speaker! I eventually returned it and luckily got a refund.",Negative,1,1
Apple iPhone 4 16GB (A1332) - GSM Factory Unlocked - No Warranty (Black),Apple,208.79,5,Good product,Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,I got this phone for my grandaughter for Christmas. She loves it!,Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,thanks,Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,perfect,Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,1,"this phone was sold as new worked for 3 mnths then stopped took it to the nearest apple store which was 3 hrs away for them to tell me it was a ""frankinstien"" meaning there were some apple parts an some that were not now NOBODY will help 300$ just gone",Negative,3,3
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,2,"It's not bad for the price, but there is lots of glitches in it! Another thing, it says it comes with a charger and it didn't! The only thing good about it is that it came quick!!",Negative,1,2
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,Good,Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,4,"Iphone came in very good condition as described, but the charger was not working well. I had to get a new one. Besides that, everything was ok.",Neutral,1,4
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,A++,Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,3,"Overall the phone works fine, but some of the buttons stick or don't work at times",Neutral,1,3
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,2,did not function well - very disappointed in the product. not as described.,Negative,1,2
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,1,"This is my first return on Amazon and it appears to be very easy. As far as the product is concerned, its looks great but works terribly. Clearly a defect of some sort...all well, will return and purchase a new one",Negative,4,4
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,3,I buy this second hand I phone 4 the looks is great but I'm just disappointed coz it won't work properly something wrong on calling somebody they can't hear me.,Negative,2,6
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,1,the description of the telephone was that it was a telephone released by to that buys it reason when arrives the telephone to me that him introdusco sim card does not serve because only it is possible to be used for AT& T deberia to demand it to sell articles that do not have a correct description if I wanted a telephone of AT& T I buy it to AT& T and not to a swindler,Negative,4,4
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,3,"The iphone 4 shipped quick and came with all accessories in the original packaging. The phone looked almost brand new but the home button did not always register. Ive heard that this issue is not that uncommon because lint and dust get trapped under the button. This was however a $315 phone listed as ""like new"" so I expected it to work flawlessly. This is my first amazon return but the process has been pretty easy so far.",Negative,16,48
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,2,"i bought i phone 4 and this i phone supposed to be used like new but i surprised when i found the back camera is scratched and not working , really it was very bad",Negative,11,22
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,WOULD LIKE TO KNOW IF THE IPHONE IS UNLOCKED ? I AM FROM VENEZUELA AND ME KNOW IF I WANT MY COUNTRY IS IN GOOD BUY IT NOW SO I HOPE YOUR ANSWER THANK YOU!,Neutral,7,35
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,2,The iphone 4 was unlocked is a problem for me I had to take and spend more than they should excuse my English,Negative,4,8
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,It was a pretty good item and not bad price it was a little scratched up but i can fix that easyly so,Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,1,It didn't work. The microphone wouldn't work half the time and the person couldn't hear me. Photos were unclear with lines across the screen!,Negative,2,2
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,1,"The phone does NOT work right, and never has. Sure, you can call out on it, and you can receive calls BUT ....no one can HEAR YOUR VOICE ... unless you switch the 'speaker phone' on! That part is not working right, and it has not since the day we received it. This was a gift for someone without a phone at all, and now she has one that only works halfway! NOT RIGHT! I've written the Seller already and now have submitted a claim via Amazon too. So far, the Seller is NOT returning emails or calls. Maybe Amazon itself will have better luck -- and if not, perhaps this store does not need to be an Amazon store at all.Let's see if they answer this, the THIRD request for replacement! A full replacement or even a full return of funds in the next 24 hours would certainly be welcome since we thought we bought a WORKING CELL phone. This one does not work right, period. we demand a replacement that works or a full refund within the next ten(10) days.",Negative,2,2
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,"This is my first apple product ever. I had been wanting one for years but this was in my price range. A lot of my friends have the 5 or 5s and all suggested I start with the 4 since they feel the ios system is better on it. The phone I got was used, but looks near to new. Only a few extremely light scratches that you can't even see when looking directly at it.",Neutral,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,4,For the price i paid the phone was in excellent condition! No scratches at all!!! All buttons worked great. Got phone activated yesterday with no issues. The only thing i didn't like was the amazon sticker was on the back of the phone and is VERY HARD TO GET OFF. Perhaps vacuum sealing the phone and putting the label on the plastic would be much better in the future. I cant scrape the sticker off due to the back being made of glass!,Positive,1,4
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,4,"It was fast and the shipping was minutes after I made the delicious to buy the phone, I was needing any phone cause I lost mine phone",Positive,1,4
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,1,"I need you to do the reverse in a gift card not refund my card because those dollars are the only ones I had and made me lose that money because in my country we do not handle that currency and it becomes very difficult to acquire and I think a irresponsibility on your part shall carry out, then q let her buy it so long to inform you could not sell the product then q I would like my money come back in a gift car so we can make a new purchase on this page thank you very much and expect an answer as this seems to me a grave lack of respect for my",Neutral,1,1
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,1,there were multiple issues with the phone that was supposed to be refurbished. this was the first product I purchased through here that I can say was a waste of money and I order a lot.,Negative,2,2
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,1,This is clearly the wrong phone and it would be excellent if whomever repackaged this actually looked at the box which clearly states VERIZON not what it was sold as AT&T. The irony here is these 2 different networks also use different carries AT&T is GSM and Verizon is CDMA. So this phone is a complete fail there too.,Negative,3,3
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,4,Only one speaker works and it's not unlocked... Other than that it works pretty good but just those problems. Yeah.,Neutral,2,8
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,4,"Love my phone, the only complaint I have, was how it was packaged.",Positive,1,4
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,3,I have discovered they do not make Apple products like they used to...the top button locked up on the third day of having it.,Negative,1,3
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,4,came in good condition,Positive,1,4
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,3,It's fine but the volume is really low when talking.,Neutral,1,3
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,3,Good,Positive,1,3
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,Perfect!,Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,A family member keeps breaking his phone. I didn't want to buy a brand new one. This re-furbished phone is working great and I couldn't beat the price.,Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,Thanks so much I give you A++++,Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,1,its a use cellphone. thats not a brand new,Negative,2,2
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,4,Returned it cause I needed a 4s,Neutral,1,4
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,1,worked for one day; next time i'll buy direct from ATT.,Neutral,2,2
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,Love it,Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,3,My phone was supposed to be iphone 4s 32g but it jus iphone four and is only set up for ios 6 cant update or download versions of apps i used to have,Neutral,1,3
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,Easy Transaction exactly what I expected.,Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,good,Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,3,I got it but the cable is not from apple and is Blue color also the cable has cut,Negative,1,3
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,GREAT,Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,just what I expected,Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,Works perfect came in perfect condition thank you,Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,1,Does not work as advertised,Negative,1,1
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,4,"It says just what you get in the mail, very nice and functional equipment, will definately recommend it ! Delivered a day late but no complaints.",Positive,1,4
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,1,"Got this phone because my android smart phone would only hold a charge for 5 hours. On the plus side, this phone holds a charge for days, on the negative side, folks don't get my texts sometimes, or I don't get their texts sometimes, and it ALWAYS cuts my call off when I've only been talking for a few minutes. Must just be my particular phone, my daughter has one and has no problems with hers. I'm going back to my android smart phone. This one is garbage, sorry I bought it.",Negative,1,1
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,4,"I fine this phone to be very well made, and it's loaded. I had a android phone before my iPhone, if I had to rate the difference I would pick this phone first. This phone is much more sophisticated, but people friendly.",Positive,1,4
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,1,"The purchase of this iphone 4 has caused me so much hassle and waste of time. What a total regret buying this phone from ""mobilekarma"" Not only was it sold to me as a blacklisted phone, there's no way to get this iphone off the list. I had contacted mobile karma and they have no means to settling or solving this issue.",Negative,2,2
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,1,this phone is locked to another AT&T network and does not accept a USA AT&T sim card this is very frustrating,Negative,2,2
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,My husband loves his phone.It was the perfect gift .Thank you I'm looking forward to finding more gifts for family,Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,1,"This company seems like a joke to me, I got the phone but at least once a week I have to reset it. Like factory reset it. For the money I paid, shipping hassles I had, that is not worht",Positive,1,1
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,2,This product arrived in box and with accessories that work! But we paid too much for this phone bc it continuously goes to the reboot screen! We are trying to find out how to fix this problem...but it is difficult!,Negative,1,2
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,1,"After spending an addt'l $100 to replace the broken glass, once service was activated, we found out the owner did not remove his personal information and in order for us to do it, we needed his password. After several conversations with the seller, at the end of the day, he would not provide his pass code thus the phone was useless.",Negative,2,2
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,My son wanted to be iphone nation but I had just switched carriers. So I was not going to pay full price for a new phone. Then I said let me look on Amazon.com. this phone did not have scratch on it. Perfect condition. My son loves it. Thank you. Money well spent.,Positive,2,10
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,I love this phone. It came brand new in the wrapped box with all parts included. It was considerably less expensive than many other competitors on Amazon which I worried meant it was too good to be true. Some others were selling this phone with the same specifications for much more.. I gave it as a gift because I had already bought one for myself. The price was so low compared to others for a 4s 32GB iphone w/at&t access. The price scared me a little but it was amazon guaranteed so I took a chance and purchased it and it was perfect.. the person I gave it to as a gift won't stop thanking me for it. Don't be afraid of a good price is the lesson to be learned I guess...,Positive,2,10
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,"Bought this as a replacement to my broken 8GB iPhone. If you already own an iPhone then you know how useful and widely owned these are. if you don't have one, Apple products, while seemingly fragile, do work extremely well for a long time in terms of performance and durability. I never knew someone who had a physically defective apple anything after any given amount of time. These things do not fall apart ever.",Positive,2,10
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,"its everything that was described to be, I love it! AAA+++++ thank you!!!! this is a honest and fair dealer, just as described!",Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,3,The phone is reliable it works a lilttle slow and the home button has to be pressed hard but after that it is a good product,Neutral,2,6
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,4,This iPhone 4 works great. It came in a box that appeared to be new. The iPhone 4 is not the newest but in my case it gets the job done.,Positive,2,8
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,1,"The iPhone 4 was sold as like new condition, the bottom right corner glass was shattered and the button intermittently works. It cost me $136 to have it repaired",Neutral,3,3
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,Great phone! I would recommend it. It may not be the newest version of the iPhone but they are all the same thing in my view. I replaced my blackberry torch with this one.,Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,I am very pleased with this item. The phone arrived within a short period of time. It was in a great shape and the seller even included a nice case and a charger.,Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,3,The phone comes in a box like a brand new iPhone. I thought everything was fine with it but It drops a lot of calls and it freezes every once in awhile.,Negative,1,3
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,"Buy this cellphone as a gift for my wife, I like it because it is small and easy to use for her. The system uses the cellphone iphone is very stable.",Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,4,"Great phone , but not a contract phone with AT&T",Positive,1,4
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,A gift. Passed the grandson test.,Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,Great!,Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,great phone,Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,2,Not happy!!!,Negative,1,2
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,"Got phone in 3 days! Great phone, very like new!",Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,4,Love it so far. The Home button doesn't work but the seller told me that at the very beginning. The assisted Home button (setting you have to turn on) works great.,Positive,1,4
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,good,Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,1,"this is one of the worst products i've ever bought from Apple ive had it encased in a otter box for protection and upkeep and it still regularly blips out. so far as the battery is concerned it regularly abruptly dies even if one moment before it reads 40-50% power, and the power button stopped working soon after i got it. do yourself a favor if you're considering apple for a phone just go with Samsung, LG, or something else. it's not worth the faulty poor quality and headaches this one will bring you.",Negative,1,1
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,2,"The product was a huge disappointment. After a week of use, callers could not hear your voice when you called out on the phone. The only way to use the phone, as a phone, is with headphones. I do not recommend product and did not purchase the product just to be able to text.",Negative,1,2
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,"The iphone is in great conditions as it was told on the details, thank you very happy with my order =]",Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,"I really like the phone, Thanks It came nicely with bubble wrap so it would not bounce around, again Thanks",Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,2,"I absolutely love the phone, the only problem I have is that when I call someone or receive a call the person on the other end can not hear me.",Neutral,1,2
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,Shipped and arrived on time....Item was just like new and as advertised. Getting the 32GB is worth it if you like having movies on your phone.,Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,"Works great, received this phone on the date that was published, but as soon as i got it the battery was not fully charged and the charger was not working so i received a new charger. Now the phone is in great condition.",Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,excellent buenas condiciones el telefono muy eficiente garantizado o o o o o o o o o o o ok,Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,"Great deal, came in time, had it for over a month now, works Perfect just like it should.. I guess I just got lucky this time..:/ but yeah, good sell:)",Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,4,"Phone works great! Delivery was quick, getting it unlocked and switched was a pain, but otherwise! Glad I finally have a Smart phone....",Positive,1,4
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,I love the product that was purchased thru amazon. I love the prices the fast delivery and the quality of the phone that I have now. Thank you amazon!! A+,Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,1,"the device shap looked good but i have problem with the home key... it was bad, otherwise it was good",Positive,1,1
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,Perfect!,Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,"I still use it, works great",Positive,1,5
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,4,Phone as arrived better condition than description. Happy :),Positive,1,4
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,3,thank you. Great phone.,Positive,1,3
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,Arrived in condition as advertised. I did not have any problems with upgrade. Works and looks great.,Positive,1,5
